hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,1,26,2017,March,10,7,0,4,1,0.0,0,BB,France,Direct,Direct,0,0,0,E,E,0,No Deposit,0,Transient,145.5,0,0,Canceled,2017-02-20
City Hotel,1,213,2016,June,24,7,0,3,2,0.0,0,BB,Spain,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,62,Transient,130.0,0,0,Canceled,2016-01-08
City Hotel,0,147,2017,April,15,13,1,3,2,0.0,0,BB,France,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,105.68,0,1,Check-Out,2017-04-17
Resort Hotel,0,3,2016,April,17,17,2,0,1,0.0,0,BB,Portugal,Complementary,Direct,0,0,0,F,F,1,No Deposit,0,Transient,0.0,0,0,Check-Out,2016-04-19
City Hotel,0,88,2016,April,15,8,1,2,2,0.0,0,SC,Spain,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,58.9,0,1,Check-Out,2016-04-11
City Hotel,1,188,2016,August,33,13,1,1,2,0.0,0,BB,Israel,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,105.3,0,0,Canceled,2016-03-01
Resort Hotel,0,25,2015,October,41,9,1,2,2,0.0,0,BB,Italy,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,44.5,0,0,Check-Out,2015-10-12
Resort Hotel,0,191,2016,July,31,30,2,6,2,0.0,0,BB,Luxembourg,Direct,Direct,0,0,0,D,D,0,No Deposit,0,Transient,146.94,1,0,Check-Out,2016-08-07
Resort Hotel,0,80,2015,September,40,27,4,7,2,0.0,0,BB,Spain,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Contract,55.64,0,1,Check-Out,2015-10-08
City Hotel,1,443,2016,April,18,29,0,1,2,0.0,0,BB,France,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,65.0,0,0,Canceled,2016-01-19
City Hotel,0,35,2016,March,11,9,2,5,2,0.0,0,BB,Germany,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,71.1,0,0,Check-Out,2016-03-16
City Hotel,1,372,2016,July,29,14,0,2,2,0.0,0,BB,France,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,62.0,0,0,Canceled,2015-10-21
Resort Hotel,1,0,2017,April,14,7,0,1,2,0.0,0,BB,Portugal,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,115.0,0,0,Canceled,2017-04-07
City Hotel,1,50,2017,February,5,2,1,3,2,0.0,0,BB,Portugal,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,90.1,0,1,Canceled,2017-01-09
City Hotel,0,4,2017,April,17,27,0,3,2,0.0,0,BB,Algeria,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,0,Transient,270.0,0,0,Check-Out,2017-04-30
City Hotel,0,250,2017,June,23,8,0,3,3,0.0,0,BB,France,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient-Party,149.4,0,2,Check-Out,2017-06-11
City Hotel,1,351,2016,June,26,23,0,2,2,0.0,0,BB,Portugal,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,62.0,0,0,Canceled,2015-10-21
City Hotel,0,54,2017,January,5,30,1,2,2,0.0,0,BB,Belgium,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,93.6,0,1,Check-Out,2017-02-02
City Hotel,1,38,2017,January,2,14,0,1,1,0.0,0,BB,United Kingdom,Corporate,Corporate,0,0,0,A,A,0,Non Refund,0,Transient,75.0,0,0,Canceled,2016-12-07
City Hotel,1,61,2017,April,14,4,0,2,3,0.0,0,BB,Germany,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,0,Transient,162.0,0,0,Canceled,2017-02-09
City Hotel,0,104,2016,June,24,7,0,4,1,0.0,0,BB,Germany,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,84.56,0,2,Check-Out,2016-06-11
City Hotel,1,281,2016,October,40,1,2,1,2,0.0,0,HB,Italy,Groups,TA/TO,0,0,0,A,A,0,No Deposit,174,Transient-Party,96.0,0,0,Canceled,2016-09-20
City Hotel,0,20,2017,June,23,6,0,1,2,0.0,0,BB,Spain,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,159.0,0,1,Check-Out,2017-06-07
Resort Hotel,1,217,2015,August,35,28,3,7,2,0.0,0,BB,Portugal,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,0,Contract,88.4,0,0,Canceled,2015-06-15
City Hotel,1,207,2015,September,40,29,0,2,2,0.0,0,BB,Portugal,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,0,Transient,48.0,0,0,Canceled,2015-07-23
Resort Hotel,1,227,2017,August,33,14,1,5,2,2.0,0,HB,Portugal,Online TA,TA/TO,0,0,0,D,C,1,No Deposit,0,Transient,208.67,0,1,Canceled,2017-02-17
City Hotel,0,39,2017,June,24,12,1,2,2,0.0,0,BB,Spain,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,99.0,0,1,Check-Out,2017-06-15
Resort Hotel,0,191,2016,April,17,22,1,2,2,0.0,0,Undefined,Italy,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient-Party,85.33,0,1,Check-Out,2016-04-25
City Hotel,1,164,2017,May,20,15,1,2,1,0.0,0,BB,Italy,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,160.0,0,0,Canceled,2017-01-31
City Hotel,0,5,2016,June,23,1,0,1,2,0.0,0,BB,Italy,Direct,Direct,0,0,0,D,D,0,No Deposit,0,Transient,80.0,0,1,Check-Out,2016-06-02
City Hotel,0,0,2016,June,26,19,1,0,2,0.0,1,HB,Portugal,Direct,Direct,0,0,0,A,F,1,No Deposit,0,Transient,199.0,0,0,Check-Out,2016-06-20
City Hotel,1,293,2015,August,32,6,0,2,2,0.0,0,BB,Germany,Groups,TA/TO,0,1,0,A,A,0,Non Refund,0,Contract,62.0,0,0,Canceled,2015-01-01
Resort Hotel,0,75,2015,August,34,22,2,1,2,0.0,0,BB,United States,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,0,Transient,118.13,0,0,Check-Out,2015-08-25
City Hotel,1,277,2016,November,46,7,1,2,2,0.0,0,BB,Germany,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,100.0,0,0,Canceled,2016-04-04
Resort Hotel,0,35,2015,September,38,18,0,1,2,0.0,0,BB,France,Online TA,TA/TO,0,0,0,E,G,1,No Deposit,0,Transient,114.0,0,2,Check-Out,2015-09-19
Resort Hotel,0,215,2017,August,32,8,2,8,2,0.0,0,BB,Germany,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,118.5,0,1,Check-Out,2017-08-18
Resort Hotel,0,114,2016,June,25,12,4,6,2,0.0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,97.92,0,1,Check-Out,2016-06-22
Resort Hotel,0,24,2016,April,16,13,1,4,2,0.0,0,BB,Oman,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,66.2,0,2,Check-Out,2016-04-18
City Hotel,0,60,2017,May,21,21,2,2,2,0.0,0,SC,Germany,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,144.0,0,1,Check-Out,2017-05-25
Resort Hotel,1,150,2017,August,34,25,2,3,2,0.0,0,HB,Germany,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,229.0,0,1,Canceled,2017-04-11
City Hotel,1,96,2015,September,40,28,1,1,2,0.0,0,HB,Spain,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient-Party,138.0,0,0,Canceled,2015-08-22
City Hotel,0,14,2017,March,9,4,2,2,2,0.0,0,BB,United Kingdom,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,80.24,0,0,Check-Out,2017-03-08
Resort Hotel,0,4,2016,August,32,1,1,2,2,1.0,0,BB,Portugal,Direct,Direct,0,0,0,C,C,0,No Deposit,0,Transient,257.0,1,2,Check-Out,2016-08-04
Resort Hotel,1,39,2017,June,23,9,0,2,2,0.0,0,BB,France,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,135.0,0,2,Canceled,2017-05-07
City Hotel,1,32,2015,October,44,30,1,2,2,0.0,0,BB,Spain,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,111.0,0,1,No-Show,2015-10-30
City Hotel,1,235,2017,June,22,3,2,5,2,0.0,0,BB,France,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,98.1,0,0,Canceled,2017-03-27
Resort Hotel,0,54,2016,April,17,17,2,3,2,0.0,0,BB,Ireland,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,44.3,0,0,Check-Out,2016-04-22
City Hotel,0,199,2017,March,12,22,0,4,2,0.0,0,BB,Ireland,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,88.4,0,2,Check-Out,2017-03-26
Resort Hotel,0,41,2017,February,7,18,2,2,2,0.0,0,BB,Italy,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,48.0,0,0,Check-Out,2017-02-22
City Hotel,0,133,2017,April,16,19,0,4,2,0.0,0,BB,Iceland,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,124.0,0,0,Check-Out,2017-04-23
City Hotel,0,112,2017,April,15,12,0,3,2,0.0,0,SC,Italy,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,105.0,0,2,Check-Out,2017-04-15
City Hotel,0,54,2015,October,44,31,0,1,2,2.0,0,SC,Poland,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,0,Contract,139.5,0,2,Check-Out,2015-11-01
City Hotel,1,213,2017,May,18,1,1,0,2,0.0,0,SC,Italy,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,99.0,0,0,Canceled,2016-10-01
Resort Hotel,0,107,2015,September,38,14,1,5,2,0.0,0,BB,Spain,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,76.67,0,1,Check-Out,2015-09-20
Resort Hotel,0,2,2017,June,26,29,0,1,1,0.0,0,BB,Portugal,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,65.0,1,0,Check-Out,2017-06-30
City Hotel,0,38,2016,March,10,5,2,1,2,0.0,0,BB,Türkiye,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,83.9,0,1,Check-Out,2016-03-08
City Hotel,1,440,2016,September,39,22,0,2,2,0.0,0,BB,United Kingdom,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,62.0,0,0,Canceled,2015-10-21
City Hotel,0,44,2017,June,25,19,2,5,2,0.0,0,BB,Norway,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,112.91,0,1,Check-Out,2017-06-26
Resort Hotel,0,125,2017,April,14,3,2,5,2,0.0,0,BB,France,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,40.95,0,1,Check-Out,2017-04-10
City Hotel,0,94,2016,April,16,12,0,2,2,0.0,0,BB,United States,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,96.3,0,1,Check-Out,2016-04-14
City Hotel,0,96,2017,May,18,1,1,3,2,0.0,0,BB,France,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,89.1,0,0,Check-Out,2017-05-05
City Hotel,1,68,2016,March,12,15,0,1,2,0.0,0,SC,Angola,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,67.5,0,0,Canceled,2016-03-01
City Hotel,1,174,2017,June,22,1,0,2,2,0.0,0,BB,United Kingdom,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,100.0,0,0,Canceled,2017-01-24
City Hotel,0,25,2017,May,20,19,0,1,2,0.0,0,BB,Poland,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,180.0,0,2,Check-Out,2017-05-20
City Hotel,1,37,2016,October,42,13,0,3,1,0.0,0,BB,France,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,95.0,0,0,Canceled,2016-09-06
City Hotel,0,0,2017,March,10,7,0,4,2,0.0,0,SC,Russian Federation,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,90.0,0,3,Check-Out,2017-03-11
City Hotel,0,114,2016,March,11,11,0,1,2,0.0,0,BB,Finland,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,57.73,0,0,Check-Out,2016-03-12
City Hotel,0,218,2016,August,33,13,1,1,2,0.0,0,BB,Brazil,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,69.33,0,0,Check-Out,2016-08-15
Resort Hotel,0,4,2016,February,8,16,0,1,1,0.0,0,BB,United Kingdom,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,25.0,0,0,Check-Out,2016-02-17
Resort Hotel,0,116,2017,February,7,18,2,5,2,0.0,0,BB,Portugal,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,42.0,0,1,Check-Out,2017-02-25
City Hotel,1,112,2017,April,14,4,0,2,2,0.0,0,BB,Portugal,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,95.0,0,0,Canceled,2017-01-20
Resort Hotel,0,1,2017,January,3,19,0,1,2,0.0,0,BB,France,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,48.0,0,1,Check-Out,2017-01-20
City Hotel,0,11,2015,December,49,5,2,2,2,0.0,0,HB,Spain,Groups,TA/TO,0,0,0,A,E,0,No Deposit,0,Transient-Party,104.0,0,0,Check-Out,2015-12-09
Resort Hotel,0,194,2017,June,23,8,4,10,2,1.0,0,HB,Russian Federation,Direct,Direct,0,0,0,D,D,1,No Deposit,0,Transient,153.5,0,0,Check-Out,2017-06-22
Resort Hotel,0,61,2017,May,21,26,1,2,2,0.0,0,BB,Ireland,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,0,Transient,68.0,0,1,Check-Out,2017-05-29
Resort Hotel,0,185,2015,September,39,21,1,1,2,0.0,0,HB,United Kingdom,Groups,TA/TO,0,0,0,A,C,0,No Deposit,0,Transient-Party,90.0,0,0,Check-Out,2015-09-23
City Hotel,0,57,2016,September,36,2,0,2,2,0.0,0,BB,Italy,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,123.3,0,1,Check-Out,2016-09-04
City Hotel,1,433,2016,September,37,8,0,3,2,0.0,0,BB,Spain,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,70.0,0,0,Canceled,2015-10-20
Resort Hotel,0,1,2017,April,16,18,0,1,2,0.0,0,BB,United Kingdom,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient-Party,50.0,0,1,Check-Out,2017-04-19
Resort Hotel,0,104,2016,May,19,4,2,5,2,0.0,0,BB,Armenia,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,55.3,0,0,Check-Out,2016-05-11
Resort Hotel,1,95,2017,July,28,11,0,3,2,0.0,0,BB,Hong Kong,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,199.0,0,1,Canceled,2017-04-29
City Hotel,0,1,2015,November,45,5,0,2,2,0.0,0,SC,Spain,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,95.0,0,1,Check-Out,2015-11-07
City Hotel,1,6,2016,July,29,11,1,1,1,0.0,0,BB,Italy,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,0,Transient,127.82,0,1,No-Show,2016-07-11
Resort Hotel,1,88,2017,January,1,1,2,3,2,0.0,0,BB,France,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,44.64,0,1,Canceled,2016-11-20
City Hotel,1,81,2017,May,18,1,1,2,3,0.0,0,HB,France,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,196.2,0,0,Canceled,2017-02-09
City Hotel,0,141,2016,July,27,1,0,2,2,0.0,0,BB,Netherlands,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,96.3,0,1,Check-Out,2016-07-03
Resort Hotel,0,542,2016,September,40,26,2,5,2,0.0,0,HB,New Zealand,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,68.0,0,1,Check-Out,2016-10-03
Resort Hotel,0,2,2017,August,31,3,0,2,2,0.0,0,BB,Spain,Corporate,Corporate,1,1,7,D,D,0,No Deposit,0,Transient,0.0,1,2,Check-Out,2017-08-05
City Hotel,1,290,2016,December,49,1,1,3,2,0.0,0,BB,Slovakia,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,73.95,0,0,Canceled,2016-10-27
City Hotel,0,405,2017,July,27,4,0,2,2,0.0,0,HB,Saint Kitts and Nevis,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,114.4,0,0,Check-Out,2017-07-06
City Hotel,0,29,2015,October,43,20,2,5,2,0.0,0,BB,Spain,Direct,Direct,0,0,0,A,D,0,No Deposit,0,Transient,114.0,0,0,Check-Out,2015-10-27
City Hotel,0,104,2016,September,39,18,2,1,2,0.0,0,BB,Germany,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,80.75,0,0,Check-Out,2016-09-21
Resort Hotel,0,0,2016,October,44,26,0,1,2,0.0,0,BB,Spain,Direct,Direct,0,0,0,A,D,0,No Deposit,0,Transient,63.0,1,1,Check-Out,2016-10-27
City Hotel,0,75,2017,April,15,10,1,3,3,0.0,0,BB,Italy,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,115.0,0,0,Check-Out,2017-04-14
City Hotel,0,9,2017,February,7,14,0,2,2,0.0,0,SC,France,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,93.0,0,0,Check-Out,2017-02-16
City Hotel,0,95,2016,October,43,17,1,2,3,0.0,0,BB,Spain,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,151.2,0,2,Check-Out,2016-10-20
Resort Hotel,1,279,2015,October,41,8,2,5,2,0.0,0,HB,Ireland,Groups,TA/TO,0,1,0,A,A,0,No Deposit,0,Transient-Party,63.4,0,0,Canceled,2015-07-07
City Hotel,1,22,2016,December,53,29,2,3,2,0.0,0,HB,France,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,198.88,0,2,Canceled,2016-12-22
City Hotel,0,108,2017,May,21,22,1,4,3,0.0,0,BB,Germany,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,183.6,0,0,Check-Out,2017-05-27
City Hotel,0,43,2017,February,8,23,2,8,1,0.0,0,BB,Portugal,Online TA,TA/TO,0,0,0,E,K,0,No Deposit,0,Transient,116.28,0,0,Check-Out,2017-03-05
Resort Hotel,0,0,2016,June,23,1,0,1,1,0.0,0,BB,Portugal,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,77.0,1,1,Check-Out,2016-06-02
City Hotel,0,23,2015,September,39,20,2,2,2,0.0,0,BB,Italy,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,124.0,0,2,Check-Out,2015-09-24
City Hotel,1,66,2017,May,20,20,2,1,2,1.0,0,BB,Spain,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,180.0,0,1,Canceled,2017-03-16
City Hotel,0,67,2016,November,48,25,2,2,2,0.0,0,BB,France,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,75.0,0,0,Check-Out,2016-11-29
City Hotel,0,16,2017,July,29,21,0,2,2,0.0,0,BB,Spain,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,139.0,0,1,Check-Out,2017-07-23
Resort Hotel,0,133,2015,July,29,13,3,5,2,0.0,0,BB,Finland,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,0,Contract,142.63,0,1,Check-Out,2015-07-21
Resort Hotel,0,121,2016,April,15,9,2,5,2,0.0,0,HB,Italy,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,83.25,0,0,Check-Out,2016-04-16
City Hotel,1,28,2017,March,9,2,0,3,2,0.0,0,BB,United Kingdom,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,95.0,0,0,Canceled,2017-02-02
City Hotel,0,81,2016,August,34,14,2,2,2,0.0,0,BB,Italy,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,117.9,0,3,Check-Out,2016-08-18
City Hotel,0,140,2015,November,47,18,0,3,1,0.0,0,BB,United Kingdom,Groups,TA/TO,0,0,0,A,A,1,No Deposit,87,Transient-Party,65.0,0,0,Check-Out,2015-11-21
Resort Hotel,0,149,2017,July,28,10,1,2,2,0.0,0,BB,United Kingdom,Online TA,TA/TO,0,0,0,A,C,1,No Deposit,0,Transient,120.0,0,1,Check-Out,2017-07-13
City Hotel,1,368,2017,June,26,28,0,3,2,0.0,0,BB,United Kingdom,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,90.0,0,0,Canceled,2017-06-06
City Hotel,0,55,2015,September,37,6,2,0,2,0.0,0,BB,Germany,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,75.0,0,0,Check-Out,2015-09-08
Resort Hotel,0,156,2016,December,52,19,3,6,2,0.0,0,HB,United Kingdom,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,78.2,0,1,Check-Out,2016-12-28
City Hotel,1,3,2016,October,45,30,2,0,1,0.0,0,BB,Czechia,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,150.0,0,2,Canceled,2016-10-29
City Hotel,0,15,2016,February,6,4,2,5,1,0.0,0,SC,Spain,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,0,Transient,65.2,0,1,Check-Out,2016-02-11
Resort Hotel,0,12,2017,April,15,9,2,2,2,0.0,0,BB,France,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,94.5,1,2,Check-Out,2017-04-13
Resort Hotel,0,243,2016,October,41,6,2,3,1,0.0,0,BB,Ireland,Groups,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient-Party,55.1,0,0,Check-Out,2016-10-11
Resort Hotel,0,66,2015,July,29,16,0,2,2,0.0,0,BB,Denmark,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,103.5,0,1,Check-Out,2015-07-18
Resort Hotel,0,21,2017,April,15,11,0,1,2,0.0,0,BB,United States,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,0,Transient,99.0,0,1,Check-Out,2017-04-12
City Hotel,0,6,2016,June,27,27,1,3,2,0.0,0,BB,Germany,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,141.0,0,1,Check-Out,2016-07-01
Resort Hotel,1,145,2016,August,36,29,1,4,2,0.0,0,BB,Germany,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,163.6,0,0,Canceled,2016-04-06
Resort Hotel,0,42,2017,August,35,28,2,5,2,0.0,0,BB,France,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,118.5,0,0,Check-Out,2017-09-04
City Hotel,1,605,2016,October,43,17,1,2,2,0.0,0,BB,Italy,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,60.0,0,0,Canceled,2016-09-20
City Hotel,0,154,2017,July,28,15,0,1,3,0.0,0,BB,Norway,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,152.1,0,0,Check-Out,2017-07-16
City Hotel,0,22,2017,August,35,28,1,3,2,0.0,0,BB,United Kingdom,Direct,Direct,0,0,0,D,D,0,No Deposit,0,Transient,160.0,0,0,Check-Out,2017-09-01
Resort Hotel,0,125,2016,May,22,22,4,7,2,0.0,0,HB,France,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Contract,77.9,0,0,Check-Out,2016-06-02
Resort Hotel,0,0,2016,March,12,14,1,3,1,0.0,0,BB,Germany,Corporate,Corporate,1,0,2,A,A,0,No Deposit,0,Transient,30.0,0,0,Check-Out,2016-03-18
City Hotel,1,146,2016,March,14,30,0,3,1,0.0,0,BB,France,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,28,Transient,80.0,0,0,Canceled,2015-12-03
Resort Hotel,0,225,2016,May,22,26,1,3,2,0.0,0,BB,Spain,Groups,Direct,0,0,0,A,C,2,No Deposit,0,Transient-Party,66.0,0,0,Check-Out,2016-05-30
City Hotel,0,3,2015,September,38,19,2,4,2,0.0,0,BB,Italy,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Contract,162.5,0,0,Check-Out,2015-09-25
City Hotel,0,118,2015,December,50,11,1,2,3,0.0,0,BB,Poland,Online TA,TA/TO,0,0,0,A,D,2,No Deposit,0,Transient,107.25,0,2,Check-Out,2015-12-14
City Hotel,0,20,2017,June,23,6,0,3,1,0.0,0,BB,United Kingdom,Corporate,Corporate,1,6,65,A,A,1,No Deposit,0,Transient,65.0,0,1,Check-Out,2017-06-09
Resort Hotel,1,4,2015,October,40,3,1,1,2,0.0,0,BB,Portugal,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,58.0,0,1,Canceled,2015-09-30
Resort Hotel,0,0,2016,April,16,13,0,1,1,0.0,0,BB,Spain,Direct,Corporate,1,1,14,A,B,0,No Deposit,0,Transient,42.0,0,0,Check-Out,2016-04-14
City Hotel,0,0,2016,August,33,11,0,0,2,0.0,0,BB,Portugal,Offline TA/TO,TA/TO,1,0,0,A,K,0,No Deposit,0,Transient-Party,0.0,0,1,Check-Out,2016-08-11
City Hotel,0,0,2017,May,19,10,0,1,2,2.0,0,BB,Brazil,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,0,Transient,260.0,0,0,Check-Out,2017-05-11
City Hotel,1,199,2016,September,38,12,1,2,1,0.0,0,BB,United Kingdom,Corporate,Corporate,0,0,0,E,E,0,Non Refund,0,Transient-Party,106.0,0,0,Canceled,2016-08-29
City Hotel,0,8,2016,November,45,5,0,1,1,0.0,0,BB,Spain,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,120.0,0,0,Check-Out,2016-11-06
Resort Hotel,1,6,2016,October,42,11,0,2,2,0.0,0,BB,Portugal,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,95.0,0,2,No-Show,2016-10-11
City Hotel,1,164,2017,May,20,15,1,2,2,0.0,0,BB,Spain,Groups,TA/TO,0,0,0,A,A,0,Non Refund,60,Transient,170.0,0,0,Canceled,2017-01-31
City Hotel,0,343,2017,April,16,21,2,2,2,0.0,0,BB,Portugal,Direct,Direct,0,0,0,B,B,1,No Deposit,0,Transient,99.25,0,1,Check-Out,2017-04-25
City Hotel,0,189,2016,July,31,30,2,3,2,0.0,0,BB,Austria,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,90.95,0,1,Check-Out,2016-08-04
